FID,STREET_NAM,ROADINVENT,FUNCTIONAL,JURISDICTI,Divided,InstallDat,ExisFacil,Shape_Leng,Shape__Length
347,Centre Street,4850400,5,2,0,2019,BFBL,78.3814897413,257.156604271328
348,Veterans Of Foreign Wars Parkway,6221300,2,3,1,2013,BL,585.217695765,1920.0017235022
349,Cambridge Street,4486000,3,2,0,2010,BL,122.257331602,401.105928777704
350,Antwerp St,5936500,0, ,0,2014,BL,62.5405587802,205.185127213639
351,Belgrade Avenue,4893800,3,2,0,2009,BL,117.34400281,384.986115935508
352,Walter Street,4856100,6,2,0,2016,BLSL,77.617121588,254.648839747821
353,Walter Street,5737900,6,2,0,2016,BLSL,17.75127983,58.2389905646496
354,Centre Street,6283900,2,3,1,2011,BL,55.7153045727,182.792628410165
355,Everett Street,4448100,6,2,0,2017,BLSL,98.6458190857,323.640491465056
356,Perkins Street,6276400,5,3,1,2008,BL,92.9986329493,305.113014957312
357,North Harvard Street,5180500,5,2,0,2009,BL,62.6665696048,205.598570450448
358,American Legion Highway,5172400,5,2,1,2020,SBL,22.0745884728,72.423045687056
359,American Legion Highway,5119500,5,2,1,2020,SBL,553.497324529,1815.93247222479
360,Warren Street,4701200,5,2,0,2010,SLM,57.511476093,188.68556781237
361,Warren Street,5601700,5,2,1,2011,SLM,31.5014825057,103.351113860447
362,Walnut Avenue,4642800,6,2,0,2011,BLSL,72.5403808996,237.992899669318
363,Williams Street,5185900,0,2,0,2017,SLMTC,0,57.1621753426302
364,Brighton Avenue,5246600,3,2,1,2010,BL,23.3492667841,76.6050527487663
365,Brighton Avenue,6281500,3,2,1,2010,BL,65.3784588691,214.495827142888
366,Commonwealth Avenue,5119300,3,2,1,2010,BL,26.5319899973,87.0470372123284
367,Commonwealth Avenue,6222200,3,2,1,2010,BL,100.81471244,330.756269092283
368,North Harvard Street,5221900,5,2,0,2012,BL,82.2888977717,269.976158771633
369,Cambridge Street,6264800,3,2,1,2015,BFBL,150.923600321,495.155178698931
370,Cambridge Street,5609500,3,2,1,2015,BFBL,148.181167518,486.157713783936
371,Western Avenue,5126400,5,2,0,2012,BL,63.4220114113,208.077049131461
372,Franklin Street,4443500,0,2,0,2010,SLM,52.4332298332,172.024688220481
373,Cambridge Street,6269700,3,2,1,2015,BL,242.810541667,796.620918804458
374,River Street,5075800,5,2,0,2012,BLSL,56.1419723963,184.192454410214
375,River Street,5073800,5,2,0,2012,SLM,37.2607027964,122.24615573259
376,Belgrade Avenue,5832700,3,2,0,2009,BL,44.0852121079,144.636233417362
377,Corinth Street,4901600,3,2,0,2009,SLM,85.2572773421,279.714917434186
378,Washington Street,5116700,3,2,0,2009,BL,48.2935865354,158.443208474432
379,Washington Street,5116600,3,2,0,2009,BL,26.6914398427,87.5701655523345
380,Cummins Highway,5311300,3,2,0,2012,BL,84.1540792714,276.095508379377
381,Walter Street,4831300,6,2,0,2016,BLSL,87.8546439778,288.236444471801
382,Walter Street,6239900,6,2,0,2016,SLM,22.5859319852,74.1006785195946
383,Walter Street,6240100,6,2,0,2016,BL,35.3683703589,116.037728418959
384,Walter Street,6240200,6,2,0,2016,BL,24.2851170755,79.6754216162567
385,Centre Street,6221500,2,3,1,2011,BL,228.807650247,750.679765870574
386,Centre Street,6277200,2,3,1,2011,BL,68.333939804,224.192267519106
387,Western Avenue,5728700,5,2,0,2010,SBLBL,117.981911815,387.078989013267
388,North Harvard Street,5638500,5,2,0,2009,BL,51.5734186561,169.203791068921
389,North Harvard Street,5872500,5,2,0,2009,BL,114.127702938,374.43397205348
390,Washington Street,5117000,3,2,0,2009,BL,103.35193287,339.08046643278
391,Centre Street,5684700,2,3,1,2011,BL,146.16905925,479.556321907355
392,Perkins Street,5150700,5,3,0,2008,BL,39.1411026336,128.415434230345
393,Perkins Street,5150800,5,3,0,2008,BL,296.282491514,972.053474229045
394,Commonwealth Avenue,6305900,3,2,1,2019,SBL,144.761517101,474.938410690784
395,Commonwealth Avenue,6222000,3,2,1,2019,SBL,230.943730756,757.687890016442
396,Western Avenue,5151400,5,2,0,2010,SBLBL,23.2221316145,76.1879434477267
397,Western Avenue,4435300,5,2,0,2010,SBLBL,107.503365526,352.700625059025
398,Truman Highway,6231000,5,3,0,2018,BL,0,1448.83801142536
399,Walk Hill Street,4808500,5,2,0,2014,SLM,103.299277101,338.907711643517
400,New Washington Street,5457400,0,2,1,2018,SBL,0,401.95850602208
401,Arborway,5241600,0,3,1,2018,SBL,0,263.503838933996
402,Centre Street,6235700,5,2,1,2011,SLM,28.0802866889,92.1267405718633
403,South Street,5167300,5,2,0,2010,SLM,46.3397752106,152.033079177751
404,Centre Street,5852900,5,2,1,2011,SLM,96.6430403712,317.06970826098
405,Centre Street,4726600,5,2,0,2010,BL,69.5423947851,228.157006888217
406,Centre Street,5134900,5,2,0,2010,BL,19.8637000062,65.1694890973158
407,Centre Street,4679400,5,2,0,2010,SLM,75.3249611302,247.128643307956
408,Centre Street,5135000,5,2,0,2010,SLM,20.5783301999,67.5140716809914
409,Centre Street,4671400,5,2,0,2010,SLM,54.8583676893,179.981161314184
410,Perkins Street,5291400,5,2,0,2010,SLM,34.2075353504,112.22922225534
411,Centre Street,4663700,5,2,0,2010,SLM,37.6946900901,123.66999574748
412,Huntington Avenue,5197200,3,2,0,2013,SLM,90.7360593457,297.689888055873
413,Arborway,5241400,0,3,1,2018,SBL,0,633.731073516751
414,American Legion Highway,6271400,5,2,1,2020,SBL,133.992250969,439.606243395763
415,American Legion Highway,5630300,5,2,1,2020,SBL,320.820219507,1052.55767018303
416,Pierpoint Road,6211400,5,2,1,2009,BL,108.005176755,354.346984073566
417,Seaver Street,5149100,3,2,1,2016,BFBL,156.79971978,514.433747329804
418,Walnut Avenue,5750000,6,2,0,2011,SLM,54.0377437601,177.28883098301
419,Williams Street,5185700,0,2,0,2017,SLMTC,0,66.5623208507282
420,Perkins Street,6288700,5,2,1,2010,SLM,24.3386538053,79.8510667387252
421,Centre Street,5827900,5,2,1,2010,BL,58.4462343135,191.752353768756
422,Centre Street,4641500,5,2,0,2010,BLSL,70.7090563612,231.984629029285
423,Centre Street,4639300,5,2,0,2010,BLSL,23.9693561421,78.6394626316537
424,South Huntington Avenue,5127800,5,2,0,2010,SLM,116.870174886,383.431565438979
425,Huntington Avenue,5197700,3,2,1,2013,SLM,69.3156118496,227.412969881241
426,Longwood Avenue,5318600,5,2,0,2015,BLSL,60.1937723264,197.485734664412
427,Brookline Avenue,5296200,2,2,0,2013,BLSL,27.3463178874,89.718711275484
428,Longwood Avenue,4558400,5,2,0,2020,SLM,125.7337969,412.511632001651
429,Brookline Avenue,6298000,2,2,0,2013,SBL,85.1650495598,279.412333471731
430,Commonwealth Avenue,6260800,3,2,1,2018,SBL,104.52544228,342.930555263215
431,Beacon Street,5189900,3,2,1,2018,SBL,90.4799483052,296.849630394787
432,Beacon Street,6235000,3,2,1,2018,SBL,156.381109413,513.060356465658
433,River Street,5155700,5,2,0,2013,SLM,33.4057444862,109.598680083265
434,Morton Street,6218000,2,1,1,2013,BFBL,674.927653325,2214.32514261244
435,Jewish War Veterans Drive,5160200,5,2,0,2009,BL,36.2389076938,118.893816323224
436,Huntington Avenue,6241300,3,2,1,2013,SLM,230.823953085,757.294919397738
437,Tremont Street,5675800,5,2,0,2015,SLM,26.4854280226,86.8942751354421
438,Huntington Avenue,5759200,3,2,1,2013,SLM,91.7631490929,301.05959829486
439,Huntington Avenue,6241400,3,2,1,2013,SLM,97.4868005467,319.837944785991
440,Longwood Avenue,5745100,5,2,0,2015,BLSL,7.51439963878,24.6534928337843
441,Saint Alphonsus Street,4591200,5,2,0,2015,BL,162.234443677,532.264170617459
442,Longwood Avenue,5578300,5,2,0,2015,SLM,22.4876634858,73.7782759766435
443,Huntington Avenue,5229400,3,2,1,2013,SLM,32.1209521931,105.383490668632
444,Longwood Avenue,5197000,5,2,0,2015,BLSL,105.448444525,345.958771752115
445,Palace Road,5297900,0,2,0,2012,SLM,94.4801816668,309.973729374865
446,Norfolk Street,4960100,5,2,0,2017,BL,19.0932481623,62.6417650020237
447,Blue Hill Avenue,5110900,3,2,1,2010,BL,36.6876237989,120.365979091415
448,Blue Hill Avenue,4900900,3,2,1,2010,BL,103.902938209,340.888223106837
449,Commonwealth Avenue,5127200,3,2,1,2008,BL,66.6518343879,218.673559986454
450,Mountfort Street,5660000,0,2,0,2017,SLM,88.9355384461,291.782679053816
451,Commonwealth Avenue,6224900,3,2,1,2008,BL,256.29294335,840.854431644244
452,River Street,5041800,5,2,0,2013,SLM,58.4394165316,191.72998573667
453,Blue Hill Avenue,5175500,2,2,1,2010,SLM,92.7968878158,304.451122771415
454,Blue Hill Avenue,6233400,2,2,1,2010,BL,142.19875621,466.530419335099
455,Blue Hill Avenue,6229500,2,2,1,2010,BL,13.1270946996,43.0678098659627
456,Blue Hill Avenue,6257502,2,2,1,2010,BL,116.703794626,382.885699545894
457,Walk Hill Street,4981100,5,2,0,2014,SLM,214.469322732,703.638102966627
458,Blue Hill Avenue,6213200,2,2,1,2010,BL,116.447204039,382.043868586202
459,Ritchie Street,4643400,6,2,0,2011,SLM,184.480613317,605.250145502183
460,Marcella Street,4647900,6,2,0,2011,SLM,152.199872167,499.342413942139
461,Thornton Street,5560200,0,2,0,2011,SLM,54.7751675898,179.708195637454
462,Ruggles Street,5365400,5,2,0,2010,SLM,44.399767955,145.668238671201
463,Huntington Avenue,6249400,3,2,1,2013,SLM,111.200473755,364.830220953867
464,Huntington Avenue,6249500,3,2,1,2013,SLM,111.838453208,366.923325254344
465,Huntington Avenue,5594900,3,2,1,2012,SLM,146.951278767,482.122653782706
466,Bay State Road,5655300,6,2,0,2019,CFBL,150.298037331,493.102810790848
467,Norfolk Street,5146000,5,2,0,2017,BL,53.3447003633,175.015071129711
468,Blue Hill Avenue,5111200,3,2,1,2010,BL,81.2232067424,266.479804136729
469,Blue Hill Avenue,5690900,3,2,1,2012,BL,113.584999026,372.653450981434
470,American Legion Highway,5690000,5,2,1,2008,SLM,107.472777935,352.600272284992
471,Blue Hill Avenue,6219700,3,2,1,2012,BL,32.205315637,105.660273038028
472,Talbot Avenue,5770100,5,2,0,2010,BL,59.9588079796,196.714855846045
473,Blue Hill Avenue,6232200,3,2,1,2012,SLM,34.3822844519,112.802544906119
474,Blue Hill Avenue,5167500,3,2,1,2012,SLM,47.7360633263,156.614067794015
475,Ballou Avenue,4885900,0,2,0,2015,SLM,70.6529291748,231.800485118434
476,Talbot Avenue,4825400,5,2,0,2010,SLM,148.453751737,487.052017135048
477,Jewish War Veterans Drive,5404700,5,2,0,2009,BL,15.7929936789,51.8141801135188
478,American Legion Highway,5120900,5,2,0,2010,SLM,15.9764096826,52.4159374539388
479,Washington Street,4772100,3,2,0,2016,BLSL,0,925.920807627291
480,Pierpoint Road,5331000,0,2,0, ,SUP,0,995.760735564194
481,Washington Street,4710700,3,2,0,2016,SLM,0,250.990558953799
482,Washington Street,4693400,3,2,0,2016,SLM,0,234.28090252189
483,Brookline Avenue,5354300,3,2,0,2019,BLSL,0,74.2881753733714
484,Brookline Avenue,5495000,3,2,0,2019,BLSL,0,166.088603136063
485,Cummins Highway,5278900,3,2,1, ,SLM,0,244.59004299513
486,Morton Street,6226100,2,1,1,2020,BL,0,215.472260644594
487,Morton Street,5135800,2,1,1,2020,BL,0,175.789523194245
488,Walnut Avenue,5851200,6,2,0,2011,SLM,72.6265354013,238.275558231079
489,Walnut Avenue,5189200,6,2,0,2011,SLM,26.3120119651,86.3253259233767
490,Forsyth Street,5381000,0,2,0,2012,BL,24.6939327449,81.0166776609928
491,Huntington Avenue,6261900,3,2,1,2012,SLM,157.25585659,515.930256168936
492,Columbus Avenue,5194200,3,2,0,2018,SBL,49.8906115427,163.682781376639
493,Huntington Avenue,6262000,3,2,1,2012,SLM,225.423329989,739.576375132337
494,Columbus Avenue,5194300,3,2,0,2018,SBL,56.2572628178,184.570703074597
495,Westland Avenue,4529800,5,2,0,2017,BLSL,54.3627733522,178.355198925218
496,Westland Avenue,5301300,5,2,0,2017,BFBL,40.4218222992,132.617261984003
497,Massachusetts Avenue,5200100,3,2,0,2016,SBL,59.2822266201,194.495105180943
498,Massachusetts Avenue,5200200,3,2,0,2016,SBL,18.9671897629,62.2281884158615
499,Commonwealth Avenue,5451700,3,2,1,2010,SLM,154.073358938,505.489011780432
500,Commonwealth Avenue,5112500,3,2,1,2010,BL,67.057940509,220.005926539147
501,Beacon Street,4488300,3,2,0,2018,SBL,0,432.52751103652
502,Norfolk Street,5723600,5,2,0,2017,BL,130.856325853,429.317795716273
503,Ballou Avenue,4922600,0,2,0,2015,SLM,89.2884838083,292.94063396121
504,Old Road,5384200,0,2,0,2009,BL,82.4500250847,270.504790620462
505,Columbus Avenue,4539600,3,2,0,2009,BL,80.1614394344,262.996322582778
506,Commonwealth Avenue,6209100,3,2,1,2010,BL,171.301199348,562.010684878516
507,Commonwealth Avenue,4494600,3,2,1,2010,BL,200.817665151,658.84928974473
508,Beacon Street,4485600,3,2,0,2018,SBL,0,560.244895668137
509,Cambridge Street,5227000,3,2,0,2011,BL,50.1352170274,164.485291219468
510,Jewish War Veterans Drive,5344700,5,2,0,2009,BL,18.0843202129,59.3316405645017
511,Columbia Road,6255200,5,2,1,2010,BL,159.604876449,523.636998809332
512,Warren Street,4732000,5,2,0,2010,SLM,128.561461524,421.788728358628
513,Martin Luther King Boulevard,5304000,5,2,1,2010,BL,13.6358204254,44.7368541793049
514,Warren Street,6263400,5,2,1,2011,BL,110.389145728,362.168388975316
515,Warren Street,6263300,5,2,1,2011,BL,131.283439106,430.71908313533
516,Washington Street,4613500,3,2,0,2011,SLM,87.4924446788,287.048128923055
517,Talbot Avenue,4854900,5,2,0,2010,BL,113.553616456,372.55048992285
518,Geneva Avenue,4772200,5,2,0,2016,SLM,51.5798885039,169.225017553617
519,Geneva Avenue,5728400,5,2,0,2016,SLM,109.304072357,358.608444038169
520,Geneva Avenue,4764500,5,2,0,2016,SLM,59.7142155205,195.912388753928
521,Washington Street,4611100,3,2,0,2011,SLM,38.7472378859,127.123229615718
522,Warren Street,6264300,5,2,1,2011,SLM,178.046644806,584.141367163029
523,Warren Street,5474500,5,2,1,2011,SLM,39.3278644452,129.028168580279
524,Columbus Avenue,5194500,3,2,0,2018,SBL,55.2599467849,181.298675395565
525,Columbus Avenue,4552100,3,2,0,2009,BL,102.064603023,334.856951776157
526,Columbus Avenue,5669100,3,2,0,2009,BL,48.6061439835,159.4686574063
527,Massachusetts Avenue,6245700,3,2,1,2011,BL,139.110703821,456.399034101167
528,Massachusetts Avenue,5260200,3,2,0,2011,BL,93.7181093075,307.473496962159
529,Norfolk Street,5835900,5,2,0,2017,BL,30.8178664519,101.108283538368
530,Norfolk Street,4864300,5,2,0,2017,BL,72.4611296498,237.732889533825
531,New England Avenue,5336400,0,2,0,2018,SLMTC,0,269.86866442187
532,Talbot Avenue,4835700,5,2,0,2010,SLM,95.3660527116,312.880124609562
533,Columbia Road,6282600,5,2,1,2010,BL,93.5133569976,306.801738770829
534,Albany Street,46806800,5,2,0,2012,SLM,15.6536645237,51.3570042728596
535,Massachusetts Avenue,5435000,3,2,1,2020,SBL,106.096805738,348.08593681646
536,Dartmouth Street,4520400,5,2,0,2011,SLM,34.6428200618,113.657318817451
537,Stuart Street,5593700,3,2,0,2014,SLM,126.179185315,413.972877150858
538,St James Avenue,5840600,3,2,0,2015,SLM,93.3595106583,306.296994526138
539,Commonwealth Avenue,6208600,3,2,1,2010,BL,187.620864766,615.552787186399
540,Cambridge Street,4394700,3,2,0,2011,SLM,106.592092027,349.710888542786
541,Sullivan Square,4392600,3,2,0,2014,BFBL,50.773450285,166.579228131871
542,Alford Street,4391900,3,2,1,2016,BFBL,267.819102754,878.669839617376
543,Talbot Avenue,4848500,5,2,0,2010,BL,68.3560683626,224.264867617224
544,Columbia Road,6230100,5,2,1,2010,BL,105.571382039,346.362109214984
545,Albany Street,4577900,5,2,0,2012,BL,73.6348079104,241.583532295008
546,Columbus Avenue,5588600,3,2,0,2010,SLM,103.557630899,339.755327355604
547,St James Avenue,5383200,3,2,0,2015,SLM,152.857678381,501.500566513443
548,Columbus Avenue,5728200,3,2,0,2010,SLM,229.439408577,752.752459645631
549,Washington Street,4619900,3,2,0,2016,SLM,0,238.248223575353
550,Morton Street,6226000,2,1,1,2020,BL,0,436.753222621389
551,Morton Street,6258000,5,2,1,2020,BL,0,128.412866533144
552,Gallivan Boulevard,6236000,2,1,1,2020,BL,0,280.224835949912
553,Morton Street,5593000,2,1,1,2020,BL,0,193.802427803597
554,Norwell Street,4799700,0,2,0,2020,SLMTC,0,359.836716990496
555,Washington Street,4965000,5,2,0, ,SLM,0,246.718893459486
556,Washington Street,4879300,5,2,0, ,SLM,0,172.71028702852
557,Washington Street,4890000,5,2,0, ,SLM,0,298.526918738423
558,Quincy Street,4716300,5,2,0,2019,SLM,0,112.103307334165
559,Arlington Street,4473000,3,2,0,2020,SBL,41.7831989811,137.083711972932
560,Adams Street,5868500,5,2,0,2017,BL,241.0774066,790.934791484226
561,Talbot Avenue,5192500,5,2,0,2010,BL,241.184398606,791.28581440507
562,Dorchester Avenue,5193000,3,2,0,2011,SLM,24.9613053699,81.8938827383467
563,Dorchester Avenue,5592000,3,2,0,2011,SLM,57.6058210019,188.995097736649
564,Dorchester Avenue,4823000,3,2,0,2011,SLM,32.1093023856,105.3452695552
565,Geneva Avenue,4776800,5,2,0,2016,SLM,48.1588827843,158.001267924176
566,Geneva Avenue,4777400,5,2,0,2016,SLM,22.5698520907,74.0479230620565
567,Adams Street,4769600,5,2,0,2013,SLM,115.972789285,380.487392848926
568,Adams Street,4746200,5,2,0,2013,SLM,86.9910660997,285.403189386959
569,Columbia Road,5392301,5,2,1,2010,SLM,27.5730972386,90.4627365039956
570,Columbia Road,6254800,5,2,1,2010,SLM,82.5682602001,270.892700348798
571,Columbia Road,5241900,5,2,1,2010,BL,164.275847429,538.961589700256
572,Staniford Street,46804000,0,2,0,2017,SBL,16.1220440201,52.893739428824
573,Water Street,5620900,0,3,0,0,SUP,135.648601383,445.040603604358
574,Main Street,5418400,5,2,0,2012,BL,34.1708750624,112.10894596099
575,Warren Street,4424300,5,2,0,2012,BL,29.815749059,97.8205033864516
576,Warren Street,5813200,5,2,0,2012,BL,95.6267343814,313.735377722586
577,Main Street,5418500,5,2,0,2012,BL,43.0420250838,141.213710632269
578,Adams Street,5694000,5,2,0,2017,BFBL,81.6280268105,267.807951268228
579,Adams Street,5343100,5,2,0,2013,SLM,40.3715317435,132.45226704163
580,Dorchester Avenue,5181800,3,2,0,2011,SLM,179.091887002,587.57063262152
581,Adams Street,4784500,5,2,0,2013,SLM,80.3526426035,263.623628263502
582,Freeport Street,4764700,3,2,0,2013,BL,173.809346655,570.239498136238
583,Dorchester Avenue,4761400,3,2,0,2011,SLM,57.5086872977,188.676418257502
584,Dorchester Avenue,5854200,3,2,0,2011,SLM,105.58241773,346.398315467193
585,Freeport Street,4754800,3,2,0,2013,BL,60.2526777063,197.678993461255
586,Freeport Street,4757200,3,2,0,2013,BL,61.1732642103,200.69928428915
587,Dorchester Avenue,5709800,3,2,0,2011,BL,19.0527242037,62.5088126652804
588,Dorchester Avenue,5628001,3,1,0,2011,BL,66.7527487067,219.004643045367
589,A Street,5718000,5,2,0,2013,BLSL,42.9984322253,141.070689757706
590,Broad Street,5279000,5,2,0,2013,SLM,12.6251163499,41.4209025430975
591,Broad Street,5279001,5,2,0,2013,SLM,50.5688591142,165.907998589624
592,John F. Fitzgerald Surface Road,45230200,3,2,0,2011,BL,133.005810409,436.369896258284
593,John F. Fitzgerald Surface Road,45231900,3,2,0,2011,BL,74.4569791925,244.280939246013
594,D Street,4571700,5,2,0,2013,SLM,52.578159858,172.500179444812
595,A Street,5398700,5,2,0,2013,BL,37.9957760019,124.657808415886
596,Dorchester Avenue,4539100,3,2,1,2011,SLM,67.5892763736,221.749150920892
597,Kneeland Street,5233100,3,2,0,2017,BL,0,162.329163050841
598,Kneeland Street,5233000,3,2,0,2017,BL,0,199.808270103798
599,Essex Street,5862300,5,2,0,2012,SLM,52.2952150671,171.571884740848
600,Surface Artery,6293700,3,2,0,2011,BL,158.310463908,519.390247026806
601,Atlantic Avenue,45234000,3,2,0,2011,BL,75.4595793846,247.570303365044
602,Milk Street,4456600,5,2,0,2011,BL,68.2348569719,223.867193222899
603,Milk Street,4456500,5,2,0,2011,SLM,45.5642704608,149.488777336465
604,Milk Street,5237700,5,2,0,2011,SLM,38.4310377577,126.085829728027
605,Post Office Square,5481700,3,2,0,2012,BL,91.5929236773,300.501208264142
606,Franklin Street,5647800,5,2,0,2011,BL,17.1704123594,56.3332612144808
607,John F. Fitzgerald Surface Road,45228800,3,2,0,2014,BL,108.363387912,355.522215183463
608,Cross Street,5860700,3,2,0,2014,BL,57.0095397142,187.038798207534
609,Salem Street,5243000,0,2,0,2013,SLM,31.6192468441,103.737479025401
610,Salem Street,5765100,0,2,0,2013,SLM,79.9205424419,262.20597964447
611,Commercial Street,5640400,5,2,0,2017,SBL,69.3268572536,227.449864160537
612,Neponset Avenue,4856400,5,2,0,2012,BL,90.9426104139,298.367547666791
613,Neponset Avenue,4804600,5,2,0,2012,BL,66.8726652579,219.398069258882
614,Neponset Avenue,4807500,5,2,0,2012,BL,70.8222520503,232.356005260704
615,Freeport Street,5810000,3,2,0,2013,SLM,33.1484812066,108.754642079413
616,Freeport Street,4773100,3,2,0,2013,BLSL,79.3368552052,260.290999134239
617,Freeport Street,5575000,3,2,0,2013,SLM,33.7974603638,110.883834578611
618,Old Colony Avenue,5699500,3,3,1,2016,BFBL,83.4549885466,273.801908253208
